Reported Date,Total Dead and Missing,Location Coordinates
2016-12-23,2.0,"35.9126, -88.7554"
2016-12-23,2.0,"41.4416, -90.5595"
2016-12-23,9.0,"36.23, 37.17"
2016-12-23,7.0,"33.3386, 44.3939"
2016-12-24,2.0,"2.0667, 45.3667"
2016-12-25,3.0,"42.98, 47.5"
2016-12-25,3.0,"33.3386, 44.3939"
2016-12-25,10.0,"33.3386, 44.3939"
2016-12-25,21.0,"36.345, 43.145"
2016-12-25,1.0,"36.345, 43.145"
2016-12-26,2.0,"32.989, 70.5986"
2016-12-26,7.0,"33.3386, 44.3939"
2016-12-26,1.0,"33.3386, 44.3939"
2016-12-26,1.0,"33.3386, 44.3939"
2016-12-27,1.0,"26.1204, 85.3799"
2016-12-27,10.0,"36.345, 43.145"
2016-12-27,7.0,"36.345, 43.145"
2016-12-28,3.0,"34.5167, 69.1833"
2016-12-28,1.0,"40.8751, -74.0293"
2016-12-28,7.0,"40.8751, -74.0293"
2016-12-28,1.0,"2.0667, 45.3667"
2016-12-29,1.0,"36.728, 68.8725"
2016-12-29,3.0,"33.3386, 44.3939"
2016-12-29,8.0,"33.3386, 44.3939"
2016-12-30,3.0,"3.12, 43.65"
2016-12-30,2.0,"30.6717, 73.1118"
2016-12-31,6.0,"34.5167, 69.1833"
2016-12-31,2.0,"34.005, 71.535"
2016-12-31,3.0,"11.85, 13.16"
2016-12-31,2.0,"33.3386, 44.3939"
2016-12-31,37.0,"33.3386, 44.3939"
2016-12-31,36.0,"33.3386, 44.3939"
2016-12-31,4.0,"33.3386, 44.3939"
2016-12-31,8.0,"33.3386, 44.3939"
2016-12-31,22.0,"9.3, 13.39"
2017-01-01,108.0,"41.105, 29.01"
2017-01-01,1.0,"43.78, 11.25"
2017-01-01,1.0,"34.1782, -79.7872"
2017-01-01,1.0,"34.8303, -87.6654"
2017-01-01,1.0,"38.99, -84.6471"
2017-01-01,1.0,"33.059, -111.4209"
2017-01-01,1.0,"40.0978, -74.7886"
2017-01-01,1.0,"43.9913, -124.1062"
2017-01-01,1.0,"38.3835, -105.1114"
2017-01-01,2.0,"41.105, 29.01"
2017-01-01,1.0,"-3.3761, 29.36"
2017-01-01,1.0,"14.099, -1.627"
2017-01-01,13.0,"36.345, 43.145"
2017-01-02,6.0,"30.22, 67.025"
2017-01-02,17.0,"2.0667, 45.3667"
2017-01-02,15.0,"2.0667, 45.3667"
2017-01-02,10.0,"36.345, 43.145"
2017-01-02,97.0,"33.3386, 44.3939"
2017-01-02,4.0,"33.3386, 44.3939"
2017-01-02,9.0,"33.3386, 44.3939"
2017-01-02,5.0,"33.3386, 44.3939"
2017-01-02,5.0,"33.3386, 44.3939"
2017-01-02,11.0,"33.3386, 44.3939"
2017-01-02,1.0,"2.0667, 45.3667"
2017-01-02,1.0,"41.8373, -87.6862"
2017-01-03,75.0,"36.345, 43.145"
2017-01-03,93.0,"36.345, 43.145"
2017-01-03,11.0,"36.345, 43.145"
2017-01-03,1.0,"31.2, 29.95"
2017-01-03,1.0,"38.8185, -77.0861"
2017-01-03,1.0,"43.9016, 25.2867"
2017-01-03,1.0,"31.2923, -92.4702"
2017-01-03,1.0,"45.8777, -95.3766"
2017-01-03,1.0,"38.9622, -84.386"
2017-01-03,1.0,"40.2583, -85.676"
2017-01-03,1.0,"25.42, -101.005"
2017-01-03,1.0,"32.8204, 34.98"
2017-01-03,1.0,"32.8204, 34.98"
2017-01-04,20.0,"36.345, 43.145"
2017-01-04,2.0,"30.22, 67.025"
2017-01-04,4.0,"2.0667, 45.3667"
2017-01-04,17.0,"31.829, 70.8986"
2017-01-04,3.0,"24.87, 66.99"
2017-01-04,1.0,"24.87, 66.99"
2017-01-04,2.0,"23.1751, 79.9551"
2017-01-04,1.0,"16.2666, -0.05"
2017-01-05,6.0,"32.1167, 20.0667"
2017-01-05,13.0,"33.3386, 44.3939"
2017-01-05,1.0,"33.3386, 44.3939"
2017-01-05,12.0,"33.3386, 44.3939"
2017-01-05,1.0,"44.8186, 20.468"
2017-01-05,1.0,"45.7796, -111.1751"
2017-01-05,1.0,"6.5505, 101.2851"
2017-01-06,5.0,"30.22, 67.025"
2017-01-06,1.0,"24.87, 66.99"
2017-01-06,11.0,"26.1412, -80.1464"
2017-01-06,2.0,"24.87, 66.99"
2017-01-06,1.0,"20.67, -103.33"
2017-01-06,1.0,"40.6337, -3.1666"
2017-01-06,1.0,"54.6, -5.96"
2017-01-06,1.0,"54.5968, -5.9254"
2017-01-06,7.0,"33.3386, 44.3939"
2017-01-07,1.0,"30.22, 67.025"
2017-01-07,20.0,"2.0667, 45.3667"
2017-01-07,2.0,"24.8, 93.95"
2017-01-07,1.0,"37.7625, -121.9365"
2017-01-07,1.0,"24.87, 66.99"
2017-01-07,2.0,"24.87, 66.99"
2017-01-07,1.0,"36.345, 43.145"
2017-01-08,22.0,"31.7784, 35.2066"
2017-01-08,37.0,"33.3386, 44.3939"
2017-01-08,20.0,"33.3386, 44.3939"
2017-01-08,3.0,"31.8831, -102.3406"
2017-01-08,3.0,"28.182, -82.553"
2017-01-08,3.0,"38.9988, -93.9665"
2017-01-08,2.0,"11.85, 13.16"
2017-01-08,2.0,"11.85, 13.16"
2017-01-08,11.0,"36.345, 43.145"
2017-01-08,5.0,"36.345, 43.145"
2017-01-08,2.0,"-17.8196, -50.93"
2017-01-09,1.0,"6.4603, -71.74"
2017-01-09,1.0,"-34.6, -68.3333"
2017-01-09,1.0,"37.9904, -122.5222"
2017-01-09,1.0,"-16.7795, -60.68"
2017-01-09,3.0,"36.345, 43.145"
2017-01-09,9.0,"33.3386, 44.3939"
2017-01-09,1.0,"14.5604, 121.0812"
2017-01-10,56.0,"34.5167, 69.1833"
2017-01-10,56.0,"34.5167, 69.1833"
2017-01-10,12.0,"12.61, 37.46"
2017-01-10,2.0,"37.075, 37.385"
2017-01-10,1.0,"37.9833, 23.7333"
2017-01-10,1.0,"33.9508, -83.3689"
2017-01-10,1.0,"39.3269, -82.0987"
2017-01-10,1.0,"34.7847, -86.951"
2017-01-10,1.0,"35.4573, -84.6045"
2017-01-10,1.0,"32.2041, -95.8321"
2017-01-10,2.0,"33.3386, 44.3939"
2017-01-11,4.0,"33.3386, 44.3939"
2017-01-12,21.0,"36.345, 43.145"
2017-01-11,6.0,"33.3386, 44.3939"
2017-01-11,6.0,"33.3386, 44.3939"
2017-01-12,3.0,"30.925, 66.4463"
2017-01-12,29.0,"33.5, 36.3"
2017-01-12,29.0,"39.2737, -77.2006"
2017-01-12,29.0,"45.4239, -122.447"
2017-01-12,5.0,"33.3386, 44.3939"
2017-01-12,2.0,"54.6, -5.96"
2017-01-12,2.0,"54.5968, -5.9254"
2017-01-12,5.0,"36.345, 43.145"
2017-01-12,1.0,"-33.92, 18.435"
2017-01-13,17.0,"36.345, 43.145"
2017-01-13,2.0,"30.2, 71.455"
2017-01-13,1.0,"-33.45, -70.667"
2017-01-13,1.0,"19.5, -70.67"
2017-01-13,1.0,"8.1004, -80.9833"
2017-01-13,1.0,"16.6881, 121.5472"
2017-01-13,1.0,"-14.1896, -75.74"
2017-01-13,1.0,"2.0667, 45.3667"
2017-01-13,2.0,"31.41, 73.11"
2017-01-14,9.0,"2.0667, 45.3667"
2017-01-15,1.0,"2.0667, 45.3667"
2017-01-15,1.0,"36.345, 43.145"
2017-01-15,1.0,"33.3386, 44.3939"
2017-01-16,11.0,"11.85, 13.16"
2017-01-16,10.0,"11.85, 13.16"
2017-01-16,1.0,"30.22, 67.025"
2017-01-16,1.0,"30.22, 67.025"
2017-01-16,1.0,"2.0667, 45.3667"
2017-01-16,7.0,"33.3386, 44.3939"
2017-01-17,27.0,"33.3386, 44.3939"
2017-01-17,9.0,"35.4722, 44.3923"
2017-01-17,3.0,"36.345, 43.145"
2017-01-17,1.0,"54.6, -5.96"
2017-01-17,1.0,"54.5968, -5.9254"
2017-01-18,197.0,"16.2666, -0.05"
2017-01-18,4.0,"23.0301, 113.12"
2017-01-18,2.0,"23.0301, 113.12"
2017-01-18,3.0,"33.3386, 44.3939"
2017-01-18,2.0,"36.345, 43.145"
2017-01-18,2.0,"36.345, 43.145"
2017-01-18,2.0,"36.345, 43.145"
2017-01-18,9.0,"40.8751, -74.0293"
2017-01-18,6.0,"16.417, -3.6666"
2017-01-19,4.0,"36.345, 43.145"
2017-01-19,2.0,"36.23, 37.17"
2017-01-19,2.0,"36.23, 37.17"
2017-01-19,2.0,"33.3386, 44.3939"
2017-01-20,11.0,"32.1167, 20.0667"
2017-01-20,1.0,"39.1239, -94.5541"
2017-01-20,1.0,"39.1234, -94.7443"
2017-01-21,91.0,"33.8992, 70.1008"
2017-01-21,2.0,"32.8925, 13.18"
2017-01-21,2.0,"34.42, 35.87"
2017-01-21,1.0,"33.3386, 44.3939"
2017-01-20,1.0,"32.1167, 20.0667"
2017-01-22,1.0,"54.6, -5.96"
2017-01-22,1.0,"54.5968, -5.9254"
2017-01-21,1.0,"33.872, 35.5097"
2017-01-22,6.0,"33.3386, 44.3939"
2017-01-22,1.0,"33.3386, 44.3939"
2017-01-22,1.0,"36.345, 43.145"
2017-01-23,1.0,"3.9414, 41.8625"
2017-01-23,1.0,"33.3386, 44.3939"
2017-01-23,7.0,"33.3386, 44.3939"
2017-01-24,1.0,"24.87, 66.99"
2017-01-25,1.0,"11.85, 13.16"
2017-01-24,11.0,"33.3386, 44.3939"
2017-01-24,8.0,"33.3386, 44.3939"
2017-01-24,14.0,"36.345, 43.145"
2017-01-24,13.0,"36.345, 43.145"
2017-01-24,1.0,"-33.92, 18.435"
2017-01-25,75.0,"2.0667, 45.3667"
2017-01-25,4.0,"11.85, 13.16"
2017-01-25,5.0,"33.3386, 44.3939"
2017-01-26,6.0,"32.1167, 20.0667"
2017-01-26,4.0,"33.3386, 44.3939"
2017-01-26,7.0,"36.345, 43.145"
2017-01-26,5.0,"36.345, 43.145"
2017-01-26,1.0,"10.48, -73.25"
2017-01-27,1.0,"2.0667, 45.3667"
2017-01-27,11.0,"-5.89, 22.4"
2017-01-28,1.0,"4.74, 45.2"
2017-01-28,1.0,"30.22, 67.025"
2017-01-28,3.0,"33.3386, 44.3939"
2017-01-29,1.0,"33.563, 35.3688"
2017-01-29,3.0,"36.345, 43.145"
2017-01-29,3.0,"36.345, 43.145"
2017-01-28,4.0,"36.345, 43.145"
2017-01-29,2.0,"36.345, 43.145"
2017-01-29,1.0,"23.7231, 90.4086"
2017-01-30,1.0,"2.0667, 45.3667"
2017-01-31,3.0,"23.7231, 90.4086"
2017-01-30,3.0,"33.3386, 44.3939"
2017-01-30,2.0,"33.3386, 44.3939"
2017-01-30,6.0,"36.345, 43.145"
2017-01-30,6.0,"36.345, 43.145"
2017-01-30,5.0,"36.345, 43.145"
2017-01-30,5.0,"36.345, 43.145"
2017-01-30,5.0,"36.345, 43.145"
2017-01-30,35.0,"36.345, 43.145"
2017-01-30,8.0,"2.0667, 45.3667"
2017-01-30,4.0,"36.345, 43.145"
2017-01-31,3.0,"36.345, 43.145"
2017-01-30,5.0,"33.3386, 44.3939"
2017-01-31,1.0,"39.7621, -104.8759"
2017-02-01,5.0,"33.3386, 44.3939"
2017-02-01,2.0,"33.3386, 44.3939"
2017-02-02,3.0,"33.3386, 44.3939"
2017-02-02,1.0,"3.9414, 41.8625"
2017-02-02,1.0,"-33.92, 18.435"
2017-02-02,1.0,"-33.92, 18.435"
2017-02-02,1.0,"-33.92, 18.435"
2017-02-02,1.0,"2.0667, 45.3667"
2017-02-02,1.0,"36.728, 68.8725"
2017-02-03,2.0,"48.8667, 2.3333"
2017-02-03,2.0,"33.6689, -95.5462"
2017-02-03,2.0,"38.2016, -84.2719"
2017-02-03,2.0,"36.2933, -88.3065"
2017-02-03,2.0,"39.6148, -87.6905"
2017-02-03,2.0,"44.2445, -70.4883"
2017-02-04,6.0,"33.3386, 44.3939"
2017-02-04,8.0,"33.3386, 44.3939"
2017-02-04,4.0,"33.3386, 44.3939"
2017-02-04,5.0,"33.3386, 44.3939"
2017-02-05,3.0,"33.3386, 44.3939"
2017-02-05,2.0,"36.345, 43.145"
2017-02-05,4.0,"5.16, -52.6499"
2017-02-05,1.0,"32.1167, 20.0667"
2017-02-06,6.0,"36.345, 43.145"
2017-02-06,5.0,"33.3386, 44.3939"
2017-02-06,2.0,"36.345, 43.145"
2017-02-06,2.0,"32.1167, 20.0667"
2017-02-07,63.0,"34.5167, 69.1833"
2017-02-07,3.0,"46.829, -100.887"
2017-02-07,3.0,"30.925, 66.4463"
2017-02-07,12.0,"36.345, 43.145"
2017-02-07,2.0,"33.3386, 44.3939"
2017-02-07,1.0,"36.345, 43.145"
2017-02-07,3.0,"36.345, 43.145"
2017-02-07,2.0,"36.345, 43.145"
2017-02-07,2.0,"36.345, 43.145"
2017-02-07,1.0,"11.85, 13.16"
2017-02-07,5.0,"2.0667, 45.3667"
2017-02-07,1.0,"14.333, -88.1667"
2017-02-08,7.0,"36.345, 43.145"
2017-02-08,9.0,"36.345, 43.145"
2017-02-08,4.0,"36.345, 43.145"
2017-02-08,10.0,"36.23, 37.17"
2017-02-08,2.0,"4.74, 45.2"
2017-02-09,6.0,"36.345, 43.145"
2017-02-09,5.0,"16.417, -3.6666"
2017-02-09,24.0,"36.345, 43.145"
2017-02-09,1.0,"33.3386, 44.3939"
2017-02-10,9.0,"36.345, 43.145"
2017-02-10,19.0,"33.3386, 44.3939"
2017-02-10,12.0,"36.345, 43.145"
2017-02-10,1.0,"36.345, 43.145"
2017-02-11,1.0,"-14.068, -75.7255"
2017-02-10,3.0,"33.3386, 44.3939"
2017-02-11,6.0,"33.3386, 44.3939"
2017-02-11,6.0,"18.3919, -65.8853"
2017-02-12,4.0,"36.345, 43.145"
2017-02-12,5.0,"36.345, 43.145"
2017-02-12,1.0,"24.87, 66.99"
2017-02-13,72.0,"31.56, 74.35"
2017-02-13,9.0,"36.345, 43.145"
2017-02-13,7.0,"30.22, 67.025"
2017-02-13,4.0,"36.345, 43.145"
2017-02-13,3.0,"2.0667, 45.3667"
2017-02-13,1.0,"2.0667, 45.3667"
2017-02-14,9.0,"33.3386, 44.3939"
2017-02-14,1.0,"19.35, 73.13"
2017-02-14,3.0,"33.3386, 44.3939"
2017-02-14,1.0,"33.3386, 44.3939"
2017-02-15,40.0,"33.3386, 44.3939"
2017-02-15,13.0,"36.345, 43.145"
2017-02-15,1.0,"54.6, -5.96"
2017-02-15,1.0,"54.5968, -5.9254"
2017-02-15,4.0,"33.3386, 44.3939"
2017-02-15,1.0,"2.0667, 45.3667"
2017-02-15,1.0,"31.95, 35.9333"
2017-02-16,95.0,"33.3386, 44.3939"
2017-02-16,4.0,"2.0667, 45.3667"
2017-02-16,1.0,"54.6, -5.96"
2017-02-16,1.0,"54.5968, -5.9254"
2017-02-16,8.0,"36.345, 43.145"
2017-02-16,1.0,"36.345, 43.145"
2017-02-15,7.0,"36.345, 43.145"
2017-02-16,1.0,"33.3386, 44.3939"
2017-02-16,2.0,"11.85, 13.16"
2017-02-16,1.0,"11.85, 13.16"
2017-02-17,2.0,"25.7592, -102.9827"
2017-02-17,2.0,"-24.2196, -64.87"
2017-02-17,3.0,"30.22, 67.025"
2017-02-17,2.0,"33.3386, 44.3939"
2017-02-17,5.0,"4.74, 45.2"
2017-02-17,12.0,"11.85, 13.16"
2017-02-17,7.0,"24.87, 66.99"
2017-02-17,3.0,"33.3386, 44.3939"
2017-02-18,1.0,"25.7592, -102.9827"
2017-02-18,1.0,"-24.2196, -64.87"
2017-02-18,1.0,"2.0667, 45.3667"
2017-02-18,2.0,"2.0667, 45.3667"
2017-02-18,40.0,"36.345, 43.145"
2017-02-18,13.0,"36.345, 43.145"
2017-02-18,1.0,"36.345, 43.145"
2017-02-19,87.0,"2.0667, 45.3667"
2017-02-19,27.0,"40.8751, -74.0293"
2017-02-19,13.0,"36.345, 43.145"
2017-02-19,8.0,"36.345, 43.145"
2017-02-19,8.0,"17.4, 78.48"
2017-02-19,1.0,"2.0667, 45.3667"
2017-02-19,1.0,"2.0667, 45.3667"
2017-02-20,4.0,"36.345, 43.145"
2017-02-20,1.0,"2.0667, 45.3667"
2017-02-20,5.0,"33.3386, 44.3939"
2017-02-20,7.0,"36.345, 43.145"
2017-02-20,1.0,"2.0667, 45.3667"
2017-02-21,1.0,"14.5501, 121.036"
2017-02-21,37.0,"33.3386, 44.3939"
2017-02-21,5.0,"35.8004, 50.97"
2017-02-21,3.0,"36.345, 43.145"
2017-02-21,2.0,"36.345, 43.145"
2017-02-21,2.0,"36.345, 43.145"
2017-02-21,3.0,"36.345, 43.145"
2017-02-21,2.0,"36.345, 43.145"
2017-02-21,3.0,"36.345, 43.145"
2017-02-21,3.0,"36.345, 43.145"
2017-02-21,7.0,"36.345, 43.145"
2017-02-21,2.0,"36.345, 43.145"
2017-02-21,1.0,"24.87, 66.99"
2017-02-21,1.0,"33.3386, 44.3939"
2017-02-22,1.0,"32.1167, 20.0667"
2017-02-22,4.0,"2.0667, 45.3667"
2017-02-22,3.0,"38.8832, -94.8198"
2017-02-22,2.0,"33.3386, 44.3939"
2017-02-22,1.0,"24.87, 66.99"
2017-02-22,4.0,"33.3386, 44.3939"
2017-02-22,2.0,"33.3386, 44.3939"
2017-02-23,1.0,"26.2361, 50.5831"
2017-02-23,5.0,"33.3386, 44.3939"
2017-02-23,1.0,"33.3386, 44.3939"
2017-02-23,24.0,"36.345, 43.145"
2017-02-23,32.0,"36.345, 43.145"
2017-02-23,3.0,"33.3386, 44.3939"
2017-02-23,2.0,"33.3386, 44.3939"
2017-02-24,1.0,"2.0667, 45.3667"
2017-02-24,2.0,"8.1712, 124.2154"
2017-02-24,1.0,"36.345, 43.145"
2017-02-24,1.0,"-12.048, -77.0501"
2017-02-24,1.0,"40.741, -84.1121"
2017-02-24,2.0,"33.3386, 44.3939"
2017-02-25,1.0,"2.0667, 45.3667"
2017-02-25,50.0,"34.73, 36.72"
2017-02-25,32.0,"34.73, 36.72"
2017-02-25,2.0,"37.075, 41.2184"
2017-02-25,2.0,"36.345, 43.145"
2017-02-25,1.0,"33.3386, 44.3939"
2017-02-26,1.0,"2.0667, 45.3667"
2017-02-26,4.0,"36.36, 6.5999"
2017-02-26,5.0,"33.3386, 44.3939"
2017-02-26,2.0,"36.345, 43.145"
2017-02-26,5.0,"36.345, 43.145"
2017-02-26,1.0,"33.3386, 44.3939"
2017-02-27,1.0,"-6.95, 107.57"
2017-02-27,3.0,"2.0667, 45.3667"
2017-02-27,5.0,"2.0667, 45.3667"
2017-02-26,8.0,"5.762, 20.6672"
2017-02-27,2.0,"33.3386, 44.3939"
2017-02-27,2.0,"33.3386, 44.3939"
2017-02-27,2.0,"33.3386, 44.3939"
2017-02-27,2.0,"36.345, 43.145"
2017-03-01,4.0,"30.22, 67.025"
2017-02-28,1.0,"2.0667, 45.3667"
2017-02-28,5.0,"33.3386, 44.3939"
2017-02-28,1.0,"36.345, 43.145"
2017-03-01,69.0,"34.5167, 69.1833"
2017-03-01,3.0,"2.0667, 45.3667"
2017-03-01,2.0,"33.3386, 44.3939"
2017-03-02,2.0,"36.345, 43.145"
2017-03-02,1.0,"36.345, 43.145"
2017-03-02,2.0,"33.3386, 44.3939"
2017-03-02,8.0,"24.8, 93.95"
2017-03-02,1.0,"18.3204, -100.65"
2017-03-02,1.0,"33.3386, 44.3939"
2017-03-03,1.0,"47.3887, -122.2128"
2017-03-03,1.0,"41.149, -81.361"
2017-03-03,1.0,"41.4735, -73.7319"
2017-03-03,3.0,"7.2169, 124.2484"
2017-03-03,3.0,"11.85, 13.16"
2017-03-03,4.0,"33.3386, 44.3939"
2017-03-03,2.0,"33.3386, 44.3939"
2017-03-04,2.0,"33.3386, 44.3939"
2017-03-04,6.0,"33.3386, 44.3939"
2017-03-04,1.0,"39.232, 117.777"
2017-03-04,1.0,"24.8, 93.95"
2017-03-04,1.0,"6.5505, 101.2851"
2017-03-05,9.0,"36.345, 43.145"
2017-03-08,1.0,"2.0667, 45.3667"
2017-03-06,2.0,"32.8925, 13.18"
2017-03-06,2.0,"34.42, 35.87"
2017-03-06,1.0,"33.3386, 44.3939"
2017-03-06,1.0,"37.5295, -77.4756"
2017-03-06,1.0,"37.9477, -122.339"
2017-03-06,1.0,"-41.339, 173.185"
2017-03-06,1.0,"39.8318, -84.8904"
2017-03-06,1.0,"37.7306, -84.2926"
2017-03-06,1.0,"-33.5995, 150.74"
2017-03-06,1.0,"29.5824, -95.7602"
2017-03-06,1.0,"42.8094, -82.7517"
2017-03-06,1.0,"39.2755, -93.9731"
2017-03-06,1.0,"41.4983, -71.6608"
2017-03-06,1.0,"-20.7163, 143.1333"
2017-03-06,3.0,"33.3386, 44.3939"
2017-03-06,1.0,"2.0667, 45.3667"
2017-03-07,1.0,"34.5167, 69.1833"
2017-03-07,2.0,"33.3386, 44.3939"
2017-03-07,1.0,"33.3386, 44.3939"
2017-03-07,2.0,"33.3386, 44.3939"
2017-03-08,104.0,"34.5167, 69.1833"
2017-03-08,7.0,"33.3386, 44.3939"
2017-03-08,3.0,"-2.262, 40.9197"
2017-03-08,3.0,"-2.262, 40.9197"
2017-03-08,5.0,"24.8, 93.95"
2017-03-08,2.0,"33.3386, 44.3939"
2017-03-08,1.0,"33.3386, 44.3939"
2017-03-08,1.0,"35.4722, 44.3923"
2017-03-09,1.0,"2.0667, 45.3667"
2017-03-09,1.0,"2.0667, 45.3667"
2017-03-09,5.0,"33.3386, 44.3939"
2017-03-10,4.0,"33.3386, 44.3939"
2017-02-04,1.0,"-7.15, -78.53"
2017-03-10,1.0,"33.3386, 44.3939"
2017-03-10,3.0,"33.3386, 44.3939"
2017-03-11,27.0,"-1.6788, 29.2218"
2017-03-11,1.0,"33.3386, 44.3939"
2017-03-11,2.0,"33.3386, 44.3939"
2017-03-12,5.0,"33.69, 8.971"
2017-03-12,1.0,"2.0667, 45.3667"
2017-03-12,1.0,"6.3405, 5.62"
2017-03-12,1.0,"31.56, 74.35"
2017-03-12,3.0,"33.3386, 44.3939"
2017-03-13,9.0,"34.5167, 69.1833"
2017-03-13,3.0,"2.0667, 45.3667"
2017-03-13,12.0,"2.0667, 45.3667"
2017-03-12,5.0,"25.9918, 63.0718"
2017-03-13,2.0,"34.5167, 69.1833"
2017-03-13,3.0,"31.7784, 35.2066"
2017-03-13,1.0,"40.31, -76.5945"
2017-03-13,1.0,"40.0025, -75.036"
2017-03-13,1.0,"2.0667, 45.3667"
2017-03-13,1.0,"42.6666, 21.1724"
2017-03-13,1.0,"10.6317, 122.9817"
2017-03-13,2.0,"7.2169, 124.2484"
2017-03-13,13.0,"36.345, 43.145"
2017-03-13,15.0,"36.345, 43.145"
2017-03-13,4.0,"36.345, 43.145"
2017-03-13,5.0,"33.3386, 44.3939"
2017-03-14,1.0,"2.0667, 45.3667"
2017-03-14,9.0,"34.73, 36.72"
2017-03-14,5.0,"33.3386, 44.3939"
2017-03-14,2.0,"35.4722, 44.3923"
2017-03-14,2.0,"33.3386, 44.3939"
2017-03-15,92.0,"33.5, 36.3"
2017-03-15,92.0,"39.2737, -77.2006"
2017-03-15,92.0,"45.4239, -122.447"
2017-03-15,29.0,"33.5, 36.3"
2017-03-15,29.0,"39.2737, -77.2006"
2017-03-15,29.0,"45.4239, -122.447"
2017-03-15,1.0,"2.0667, 45.3667"
2017-03-15,1.0,"-23.89, 29.45"
2017-03-15,5.0,"36.345, 43.145"
2017-03-15,2.0,"33.3386, 44.3939"
2017-03-16,1.0,"48.8667, 2.3333"
2017-03-16,1.0,"33.6689, -95.5462"
2017-03-16,1.0,"38.2016, -84.2719"
2017-03-16,1.0,"36.2933, -88.3065"
2017-03-16,1.0,"39.6148, -87.6905"
2017-03-16,1.0,"44.2445, -70.4883"
2017-03-16,1.0,"11.0, 76.95"
2017-03-16,4.0,"36.345, 43.145"
2017-03-16,3.0,"33.3386, 44.3939"
2017-03-16,4.0,"33.3386, 44.3939"
2017-03-17,3.0,"0.3167, 32.5833"
2017-03-17,3.0,"23.7231, 90.4086"
2017-03-17,2.0,"25.139, 62.3286"
2017-03-17,3.0,"33.3386, 44.3939"
2017-03-17,1.0,"33.3386, 44.3939"
2017-03-18,3.0,"23.7231, 90.4086"
2017-03-18,3.0,"34.005, 71.535"
2017-03-18,1.0,"48.8667, 2.3333"
2017-03-18,1.0,"33.6689, -95.5462"
2017-03-18,1.0,"38.2016, -84.2719"
2017-03-18,1.0,"36.2933, -88.3065"
2017-03-18,1.0,"39.6148, -87.6905"
2017-03-18,1.0,"44.2445, -70.4883"
2017-03-18,3.0,"33.3386, 44.3939"
2017-03-18,2.0,"33.3386, 44.3939"
2017-03-19,2.0,"36.345, 43.145"
2017-03-19,2.0,"36.345, 43.145"
2017-03-19,6.0,"36.345, 43.145"
2017-03-19,3.0,"3.12, 43.65"
2017-03-19,2.0,"22.4, -79.9667"
2017-03-19,2.0,"37.3646, -121.968"
2017-03-19,2.0,"37.1311, -113.656"
2017-03-20,72.0,"33.3386, 44.3939"
2017-03-19,9.0,"36.345, 43.145"
2017-03-19,8.0,"36.345, 43.145"
2017-03-20,2.0,"33.3386, 44.3939"
2017-03-20,6.0,"36.345, 43.145"
2017-03-20,20.0,"36.345, 43.145"
2017-03-20,1.0,"2.0667, 45.3667"
2017-03-21,19.0,"2.0667, 45.3667"
2017-03-21,21.0,"36.345, 43.145"
2017-03-21,2.0,"25.7, 100.18"
2017-03-21,2.0,"34.7953, 109.9378"
2017-03-21,6.0,"33.5, 36.3"
2017-03-21,6.0,"39.2737, -77.2006"
2017-03-21,6.0,"45.4239, -122.447"
2017-03-21,6.0,"33.5, 36.3"
2017-03-21,6.0,"39.2737, -77.2006"
2017-03-21,6.0,"45.4239, -122.447"
2017-03-21,2.0,"33.3386, 44.3939"
2017-03-21,3.0,"36.345, 43.145"
2017-03-22,56.0,"51.5, -0.1167"
2017-03-22,56.0,"42.97, -81.25"
2017-03-22,56.0,"37.1209, -84.0804"
2017-03-22,56.0,"39.8936, -83.4375"
2017-03-22,1.0,"33.3386, 44.3939"
2017-03-22,12.0,"11.85, 13.16"
2017-03-22,9.0,"11.85, 13.16"
2017-03-22,7.0,"11.85, 13.16"
2017-03-22,14.0,"36.345, 43.145"
2017-03-22,12.0,"36.345, 43.145"
2017-03-22,3.0,"36.345, 43.145"
2017-03-22,1.0,"36.345, 43.145"
2017-03-17,230.0,"36.345, 43.145"
2017-03-22,4.0,"33.3386, 44.3939"
2017-03-23,3.0,"33.3386, 44.3939"
2017-03-23,3.0,"36.345, 43.145"
2017-03-23,9.0,"36.23, 37.17"
2017-03-23,1.0,"28.645, -106.085"
2017-03-24,4.0,"23.7231, 90.4086"
2017-03-24,8.0,"2.0667, 45.3667"
2017-03-24,3.0,"2.0667, 45.3667"
2017-03-24,4.0,"30.05, 31.25"
2017-03-24,4.0,"30.879, -84.205"
2017-03-24,4.0,"42.2965, -74.0205"
2017-03-24,1.0,"60.1756, 24.9341"
2017-03-24,4.0,"39.2394, -94.4191"
2017-03-24,4.0,"30.047, -94.7908"
2017-03-24,2.0,"33.3386, 44.3939"
2017-03-25,1.0,"2.0667, 45.3667"
2017-03-25,3.0,"2.0667, 45.3667"
2017-03-25,2.0,"33.3386, 44.3939"
2017-03-26,1.0,"33.3386, 44.3939"
2017-03-26,19.0,"36.345, 43.145"
2017-03-25,12.0,"24.87, 66.99"
2017-03-27,3.0,"24.87, 66.99"
2017-03-27,1.0,"42.8796, -71.3873"
2017-03-28,4.0,"32.8925, 13.18"
2017-03-28,4.0,"34.42, 35.87"
2017-03-27,3.0,"2.0667, 45.3667"
2017-03-27,1.0,"36.345, 43.145"
2017-03-28,2.0,"2.0667, 45.3667"
2017-03-28,2.0,"45.4471, 40.5821"
